id,address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude
13428,,"Campbellton","River's End Restaurant",,"10 to 19",,,"Retail Trade","7092612262","NL","$500,000 to $1 million","Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,"A0G1L0","-54.933178","49.284565"
13429,"Mcgettin blvd suite &","Marystown","Bentley","Darlene Masters",,,,"Wholesale Trade","7092792003","NL",,"Wholesale Trade - Nondurable Goods","5199","Nondurable goods, nec","Manager",,,,,,,,,,,,,,,,"A0E2M0","-55.161325","47.164971"
13430,"370 hamilton river rd","Happy valley-goose b","Labrador Metis Assn","Todd Russell","1 to 4","7098960594","M","Services","7098960592","NL",,"Membership Organizations","8611","Business associations","President",,,,,,,,,,,,,,,,"A0P1E0","-60.323811","53.307087"
13431,"33 birmingham st","St. john's","Dr Kellie Ledrew",,,,,"Services",,"NL",,"Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"A1E5N2","-52.767265","47.532251"
13432,"56 maccarthy cres","Mount pearl","Artistic Decor. Interiors","John Lazzaro",,,,"Services","7097472004","NL",,"Business Services","7389","Business services, nec","Owner",,,,,,,,,,,,,,,,"A1N3S2","-52.822105","47.521868"
13433,"114 shoal bay rd","Goulds","Rideout Carriers Inc.","Robert Rideout","7",,,"Transportation, Communications, Electric, Gas, An","7097457450","NL","1500000","Motor Freight Transportation","4213","Trucking, except local","Owner",,,,,,,,,,,,,,,,"A1S1P8","-52.761846","47.437478"
13434,"89-430 topsail rd","St. john's","A Buck Or Two","Shiela Freake","15","7093686892",,"Retail Trade","7093686891","NL","1500000","General Merchandise Stores","5311","Department stores","Manager",,,,,,,,,,,,,,,,"A1E4N1","-52.751624","47.532768"
13435,"660 torbay rd","St. john's","Esso Imperial Oil","Hubert Bouene","5 to 9",,"M","Retail Trade","7095764905","NL","$1 to 2.5 million","Automotive Dealers and Gasoline Service Stations","5541","Gasoline service stations","Owner",,,,,,,,,,,,,,,,"A1A5G9","-52.722154","47.615567"
13436,"44 marine dr","Clarenville","Matchless Decor Ctr","Larry Curtis","1 to 4","7094663087","M","Retail Trade","7094663087","NL","Less than $500,000","Building Matrials, Hrdwr, Garden Supply & Mobile","5231","Paint, glass, and wallpaper stores","Manager",,,,,,,,,,,,,,,,"A0E1J0","-53.980723","48.165689"
13437,"24 mcneilly st","St. john's","Dr Denise Hyland",,,,,"Services",,"NL",,"Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"A1B1Y8","-52.717320","47.586074"
13438,"39 della dr","Goulds","Tibbs Starters & Alternators",,,,,"Services",,"NL",,"Automotive Repair, Services and Parking","7539","Automotive repair shops, nec",,,,,,,,,,,,,,,,,"A1S1B8","-52.774537","47.454797"
13439,"1 sandy rd","Gambo","Gambo Lions Club","Woody Goulding","1 to 4",,"M","Services","7096744979","NL",,"Membership Organizations","8641","Civic and social associations","Manager",,,,,,,,,,,,,,,,"A0G1T0","-54.202112","48.798625"
13440,"58 kenmount rd","St. john's","Kidney Foundation Of Canada","Theresa Horvath","1 to 4",,"F","Services","7097538999","NL",,"Membership Organizations","8611","Business associations","Manager",,,,,,,,,,,,,,,,"A1B1W2","-52.753071","47.558989"
13441,"228 main rd","Arnolds cove","Uhaul Co. Ltd.",,"3",,,"Services","7094630111","NL","1500000","Automotive Repair, Services and Parking","7513","Truck rental and leasing, no drivers",,,,,,,,,,,,,,,,,"A0B1A0","-53.983941","47.762970"
13442,"3 main st","Grand bank","Manuel's Restaurant","Jack Burfitt","1 to 4",,"M","Retail Trade","7098320100","NL","Less than $500,000","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"A0E1W0","-55.756426","47.097929"
13443,"1352a topsail rd","Paradise","City Sand & Gravel Ltd","Laurence O'keefe","20 to 49","7097821404","M","Mining","7097821000","NL","$5 to 10 million","Mining and Quarrying of Nonmetallic Minerals, Exc","1429","Crushed and broken stone, nec","Owner",,,,,,,,,,,,,,,,"A1L1H7","-52.848591","47.534571"
13444,"116 glencoe dr","Mount pearl","Spectrum Paint & Coating","Chris Becker","20 to 49","7097547934","M","Construction","7096827375","NL","$1 to 2.5 million","Construction - Special Trade Contractors","1721","Painting and paper hanging","Owner",,,,,,,,,,,,,,,,"A1N4S9","-52.844181","47.518979"
13445,"Juniper farms","Lethbridge","Juniper Valley Farms","Terry Brown","1 to 4",,"M","Agriculture, Forestry, And Fishing","7094675753","NL","$500,000 to $1 million","Agricultural Production - Crops","191","General farms, primarily crop","Owner",,,,,,,,,,,,,,,,"A0C1V0","-58.421956","48.649582"
13446,"Howlett's line","Goulds","Goulds Taxi","Don Earle","1 to 4",,"M","Transportation, Communications, Electric, Gas, An","7097477800","NL","Less than $500,000","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Owner",,,,,,,,,,,,,,,,"A1S1G3","-52.774054","47.464367"
13447,"Ss 3 stn main","St. john's","St Francis Of Assisi School","Gerard Rumsey","10 to 19","7094371010","M","Services","7094376663","NL",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"A1B4M2","-52.687703","47.613248"
13448,"295-303 water st","Harbour grace","Terra Nova Shoes","David Gill","150","7095967254",,"Manufacturing","7097229093","NL","73599000","Mesr/Anlyz/Cntrl Instrmnts\\\\"," Photo/Med/Opt Gds\\\\"," Wat","3842",,,,,,,,,,,,,,,,"Surgical appliances and supplies",\N,\N
13449,"Po box 9","Port hope simpson","Port Hope Simpson Recreation","Belinda Burden","1 to 4",,"F","Services","7099600245","NL","Less than $500,000","Amusement and Recreation Services","7997","Membership sports and recreation clubs","Manager",,,,,,,,,,,,,,,,"A0K4E0","-56.290862","52.545662"
13450,,"Clarkes beach","Moore's Ambulance Svc",,"1 to 4",,,"Transportation, Communications, Electric, Gas, An","7097865300","NL","Less than $500,000","Local, Suburban Transit & Interurbn Hgwy Passenge","4119","Local passenger transportation, nec",,,,,,,,,,,,,,,,,"A0A1W0","-53.285422","47.543624"
13451,"70 portugal cove rd #203","St. john's","Cartier Partners Financial Svc","Don Cuff","1 to 4",,"M","Finance, Insurance, And Real Estate","7097536777","NL",,"Security & Commodity Brokers, Dealers, Exchanges","6282","Investment advice","Owner",,,,,,,,,,,,,,,,"A1B2M3","-52.712714","47.581736"
13452,"Po box 102","Hopedale","Labrador Health Svc","Ann Mc Elligott","5 to 9",,"F","Services","7099333857","NL","$1 to 2.5 million","Health Services","8062","General medical and surgical hospitals","Manager",,,,,,,,,,,,,,,,"A0P1G0","-60.197857","55.460468"
13453,,"Grand bank","Newfoundland Social Svc Dept",,,,,"Public Administration","7098321460","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"A0E1W0","-55.756426","47.097929"
13454,"Ossak st","Churchill falls","Churchill Falls Health Ctr","Mohammad Chaudahry","8","7099253246",,"Services","7099253381","NL","1116000","Health Services","8062","General medical and surgical hospitals","Manager",,,,,,,,,,,,,,,,"A0R1A0","-64.012298","53.530361"
13455,"1 potters ln","Port hope simpson","Literacy Outreach Office","Wanda Parr",,"7099600430",,"Services","7099600430","NL",,"Educational Services","8299","Schools and educational services, nec","Manager",,,,,,,,,,,,,,,,"A0K4E0","-56.290862","52.545662"
13456,"Po box 29","Cottlesville","Salvation Army",,"1 to 4",,,"Services","7096293410","NL",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"A0G1S0","-54.861796","49.510070"
13457,"Crnr trans canada hwy & 5","Pasadena","Pasadena Irving",,,,,"Retail Trade",,"NL",,"Automotive Dealers and Gasoline Service Stations","5541","Gasoline service stations",,,,,,,,,,,,,,,,,"A0L1K0","-57.598741","49.012935"
13458,"Beach highroad","Placentia","Ocean View Efficiency Apts","John Kelly","1 to 4",,"M","Services","7092275151","NL","Less than $500,000","Business Services","7389","Business services, nec","Owner",,,,,,,,,,,,,,,,"A0B2Y0","-53.960965","47.239666"
13459,"181 conception bay hwy","Conception bay south","Auto Tech Ctr","Reg Lush","1 to 4",,"M","Services","7098343381","NL","Less than $500,000","Automotive Repair, Services and Parking","7538","General automotive repair shops","Owner",,,,,,,,,,,,,,,,"A1W3G7","-53.064948","47.446062"
13460,"685 conception bay hwy","Conception bay south","Family Therapeutic Massage","Eric Neil","3",,,"Services","7098348985","NL","500000","Personal Services","7299","Miscellaneous personal service","Owner",,,,,,,,,,,,,,,,"A1X3G7","-53.009118","47.504626"
13461,"Little catalina","Little catalina","Lisa's Boutique Unisex","Lisa Reid","1 to 4",,"F","Services","7094693033","NL","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"A0C1W0","-53.041974","48.542788"
13462,"Trinity bay","Port rexton","Port Rexton Foodstop","Bill Butler","1 to 4","7094642165","M","Retail Trade","7094642165","NL","$500,000 to $1 million","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A0C2H0","-53.329247","48.390422"
13463,"93 west st","Corner brook","Sign Shoppe-Foam Factory","M Barrett","1 to 4","7096392137","M","Manufacturing","7096372120","NL","Less than $500,000","Miscellaneous Manufacturing Industries","3993","Signs and advertising specialties","Owner",,,,,,,,,,,,,,,,"A2H2Y6","-57.942382","48.951705"
13464,"1 crosbie pl #104","St. john's","Crosbie Realty Ltd","Rob Crosbie","5 to 9","7097382401","M","Finance, Insurance, And Real Estate","7097382931","NL","$1 to 2.5 million","Real Estate","6531","Real estate agents and managers","Owner",,,,,,,,,,,,,,,,"A1B3Y8","-52.695372","47.606155"
13465,"Main st","Port saunders","Lloyd's Sporting Goods","Lloyd Payne","1 to 4",,"M","Retail Trade","7098613553","NL","Less than $500,000","Miscellaneous Retail","5941","Sporting goods and bicycle shops","Owner",,,,,,,,,,,,,,,,"A0K4H0","-57.298030","50.646461"
13466,"Tilton","Spaniards bay","Roadside Convenience","Nellie Penney","1 to 4",,"F","Retail Trade","7097860022","NL","Less than $500,000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A0A3X0","-53.279282","47.621860"
13467,"Main st","St anthony","Golden Cut Unisex","Vanessa Hedderson","1 to 4",,"F","Services","7094543837","NL","Less than $500,000","Personal Services","7231","Beauty shops","Manager",,,,,,,,,,,,,,,,"A0K4S0","-55.584753","51.366595"
13468,"7 renouf cres","Corner brook","Humber Community Ymca","Christine Young","20 to 49","7096349622","F","Services","7096399676","NL","$1 to 2.5 million","Personal Services","7299","Miscellaneous personal service","Chief Executive Officer",,,,,,,,,,,,,,,,"A2H6H6","-57.947362","48.951551"
13469,"152 main st","Lewisporte","Lewisporte Town Council Rec.","Perry Pond","7","7095352695",,"Public Administration","7095352526","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies","Manager",,,,,,,,,,,,,,,,"A0G3A0","-55.057556","49.245388"
13470,"19 2nd ave","Wabush","Joubert Brake & Clutch","Marc Joubert","1 to 4",,"M","Services","7092825025","NL","Less than $500,000","Automotive Repair, Services and Parking","7539","Automotive repair shops, nec","Owner",,,,,,,,,,,,,,,,"A0R1B0","-66.868295","52.903241"
13471,"Po box 119","Newtown","Mira Inc","Audrey Manning","10 to 19",,"F","Services","7095362398","NL","$2.5 to 5 million","Engineering, Accounting, Research, Management & R","8748","Business consulting, nec","President",,,,,,,,,,,,,,,,"A0G3L0","-53.513010","49.203322"
13472,"38 main st","Triton","Otto Roberts Ltd","Otto Roberts","1 to 4","7092632508","M","Retail Trade","7092632537","NL","$1 to 2.5 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5211","Lumber and other building materials","Owner",,,,,,,,,,,,,,,,"A0J1V0","-55.621101","49.515669"
13473,"430 topsail rd #82","St. john's","International Clothiers","Ian Hobbs","5 to 9",,"M","Retail Trade","7093647909","NL","$500,000 to $1 million","Apparel and Accessory Stores","5632","Women's accessory and specialty stores","Manager",,,,,,,,,,,,,,,,"A1E4N1","-52.751624","47.532768"
13474,,"Happy valley-goose b","Canada Customs-Revenue",,,"7098960061",,"Public Administration","7098963290","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"A0P1C0","-60.365789","53.310391"
13475,"34 bond st","Grand falls-windsor","Youth 2000 Centre Corp.","Heather Fudge",,,,"Services","7094897601","NL",,"Social Services","8322","Individual and family services","Manager",,,,,,,,,,,,,,,,"A2B1J4","-55.666474","48.948842"
13476,"Main st","Placentia","Joe's Barber Shop","Joe Greene","1 to 4",,"M","Services","7092273344","NL","Less than $500,000","Personal Services","7241","Barber shops","Owner",,,,,,,,,,,,,,,,"A0B2Y0","-53.960965","47.239666"
13477,"211 lemarchant rd","St. john's","A P Parking Garage","Gordon Morgan","3","7094669877",,"Finance, Insurance, And Real Estate","7095283429","NL","750000","Real Estate","6531","Real estate agents and managers","Owner",,,,,,,,,,,,,,,,"A1C2H5","-52.721105","47.556759"
13478,"South ave ext","Harbour breton","New Image Salon","Debbie Johnston","1 to 4",,"F","Services","7098852349","NL","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"A0H1P0","-55.819116","47.475380"
13479,"14 willow st","Forteau","Hancock's Woodworks","Keith Hancock","1 to 4","7099312146","M","Retail Trade","7099312620","NL","$1 to 2.5 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5211","Lumber and other building materials","President",,,,,,,,,,,,,,,,"A0K2P0","-56.943424","51.480735"
13480,"323 hamilton ave","St. john's","E 3 Fitness",,"3",,,"Services","7097266077","NL","500000","Personal Services","7299","Miscellaneous personal service",,,,,,,,,,,,,,,,,"A1E1K1","-52.729175","47.548963"
13481,"11 churchill ave","Mount pearl","Take The Plunge","Sherry Ledrew","3",,,"Retail Trade","7097387946","NL","500000","Apparel and Accessory Stores","5699","Miscellaneous apparel and accessory stores","Owner",,,,,,,,,,,,,,,,"A1N1V5","-52.803871","47.520069"
13482,"Main st","Glovertown south","Cal Legrow Insurance Ltd","Eric Feltman","1 to 4","7095339501","M","Finance, Insurance, And Real Estate","7095339500","NL","Less than $500,000","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service","Manager",,,,,,,,,,,,,,,,"A0G2M0","-54.001339","48.674268"
13483,"100 main st","St lunaire-griquet","Burden's General Store","Graham Burden","7","7096232476",,"Retail Trade","7096232265","NL","2275000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"A0K2X0","-55.470842","51.509474"
13484,"Po box 2047 manuels stn m","Conception bay south","Clarke Wally Excavating","Walter Clarke","1 to 4",,"M","Construction","7096871970","NL","Less than $500,000","Construction - Special Trade Contractors","1794","Excavation work","Owner",,,,,,,,,,,,,,,,"A1W1C8","-52.928804","47.516106"
13485,"162 bayview st","Fortune","Chester Dawe Ltd","Sam Cumby","5 to 9","7098322204","M","Retail Trade","7098322020","NL","$1 to 2.5 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5211","Lumber and other building materials","Manager",,,,,,,,,,,,,,,,"A0E1P0","-55.824595","47.072245"
13486,"128 manitoba dr #122","Clarenville","Trans Canada Credit Corp","Doug Reid","5 to 9",,"M","Finance, Insurance, And Real Estate","7094667525","NL","$1 to 2.5 million","Nondepository Credit Institutions","6162","Mortgage bankers and loan correspondents","Manager",,,,,,,,,,,,,,,,"A0E1J0","-53.980723","48.165689"
13487,"11 o'connell dr","Corner brook","Baptist Church","Peter Sherwood","1 to 4",,"M","Services","7096342985","NL",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"A2H5M5","-58.013443","48.953654"
13488,"109 howlett's line","Goulds","Goulds Taxi","Don Earle","3",,,"Transportation, Communications, Electric, Gas, An","7097477800","NL","500000","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Owner",,,,,,,,,,,,,,,,"A1S1M6","-52.774620","47.435140"
13489,"30 kenmount rd","St. john's","Kenmount Medical Clinic","James Hickey","1 to 4",,"M","Services","7095795005","NL","$500,000 to $1 million","Health Services","8011","Offices and clinics of medical doctors","Partner",,,,,,,,,,,,,,,,"A1B1W2","-52.753071","47.558989"
13490,"140 military rd","St. john's","W.J. Murphy Ltd.",,,,,"Retail Trade",,"NL",,"Food Stores","5421","Meat and fish markets",,,,,,,,,,,,,,,,,"A1C2E6","-52.708576","47.568853"
13491,"80 water st","St. john's","Canada National Film Board",,,,,"Public Administration","7097720358","NL",,"Executive, Legislative & General Government, Exce","9121","Legislative bodies",,,,,,,,,,,,,,,,,"A1C1A4","-52.702266","47.568447"
13492,"Ropewalk lane","St. john's","Sobeys Pharmacies","Terry Ficken","1 to 4","7097397956","M","Retail Trade","7097397955","NL","$500,000 to $1 million","Miscellaneous Retail","5912","Drug stores and proprietary stores","Manager",,,,,,,,,,,,,,,,"A1E4P1","-52.732597","47.555955"
13493,"General delivery","Marystown","Island Wide Construction-Trans","Glenn Tobin","10 to 19","7092791690","M","Transportation, Communications, Electric, Gas, An","7092796767","NL","$1 to 2.5 million","Motor Freight Transportation","4213","Trucking, except local","Owner",,,,,,,,,,,,,,,,"A0E2M0","-55.161325","47.164971"
13494,"28 cromer ave","Grand falls-windsor","G C King Insurance","Gary King","1 to 4",,"M","Finance, Insurance, And Real Estate","7094899797","NL","$500,000 to $1 million","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service","Owner",,,,,,,,,,,,,,,,"A2A1X2","-55.653216","48.953856"
